Date,Adj Close
2020-09-28,18.822104
2020-09-21,18.662506
2020-09-14,18.921846
2020-09-07,18.871975
2020-08-31,19.061493
2020-08-24,19.290909
2020-08-17,19.001644
2020-08-10,19.031569
2020-08-03,18.901899
2020-07-27,18.552788
2020-07-20,18.453041
2020-07-13,18.433092
2020-07-06,18.183725
2020-06-29,17.994181
2020-06-22,17.685995
2020-06-15,17.964355
2020-06-08,17.795349
2020-06-01,18.411726
2020-05-25,17.646227
2020-05-18,17.208799
2020-05-11,16.75149
2020-05-04,17.119324
2020-04-27,16.771372
2020-04-20,16.622248
2020-04-13,16.711721
2020-04-06,16.57254
2020-03-30,15.315175
2020-03-23,15.661898
2020-03-16,14.730702
2020-03-09,16.256277
2020-03-02,17.59363
2020-02-24,17.64316
2020-02-17,18.871544
2020-02-10,18.990421
2020-02-03,18.831919
2020-01-27,18.554541
2020-01-20,18.851732
2020-01-13,19.000328
2020-01-06,18.792295
2019-12-30,18.762575
2019-12-23,18.762575
2019-12-16,18.398598
2019-12-09,18.53503
2019-12-02,18.418089
2019-11-25,18.359617
2019-11-18,18.252422
2019-11-11,18.310896
2019-11-04,18.271914
2019-10-28,18.038033
2019-10-21,18.008797
2019-10-14,17.852879
2019-10-07,17.755424
2019-09-30,17.657978
2019-09-23,17.664202
2019-09-16,17.838999
2019-09-09,17.897261
2019-09-02,17.693333
2019-08-26,17.499115
2019-08-19,17.227207
2019-08-12,17.353449
2019-08-05,17.469978
2019-07-29,17.547668
2019-07-22,17.887552
2019-07-15,17.741886
2019-07-08,17.819576
2019-07-01,17.800154
2019-06-24,17.592955
2019-06-17,17.612288
2019-06-10,17.370626
2019-06-03,17.331961
2019-05-27,16.92597
2019-05-20,17.128963
2019-05-13,17.235294
2019-05-06,17.380291
2019-04-29,17.63162
2019-04-22,17.592955
2019-04-15,17.534954
2019-04-08,17.525288
2019-04-01,17.467291
2019-03-25,17.171377
2019-03-18,17.055618
2019-03-11,17.171377
2019-03-04,16.901268
2019-02-25,17.152084
2019-02-18,17.142439
2019-02-11,17.026674
2019-02-04,16.746918
2019-01-28,16.77586
2019-01-21,16.611862
2019-01-14,16.582924
2019-01-07,16.332104
2018-12-31,16.023405
2018-12-24,15.791883
2018-12-17,15.240567
2018-12-10,16.101456
2018-12-03,16.27174
2018-11-26,16.697454
2018-11-19,16.375801
2018-11-12,16.650154
2018-11-05,16.763674
2018-10-29,16.669073
2018-10-22,16.356886
2018-10-15,16.725838
2018-10-08,16.754215
2018-10-01,17.179928
2018-09-24,17.338177
2018-09-17,17.507792
2018-09-10,17.394714
2018-09-03,17.281641
2018-08-27,17.460676
2018-08-20,17.40414
2018-08-13,17.272217
2018-08-06,17.25337
2018-07-30,17.300488
2018-07-23,17.25337
2018-07-16,17.206257
2018-07-09,17.196836
2018-07-02,17.102606
2018-06-25,16.895386
2018-06-18,17.129915
2018-06-11,17.223722
2018-06-04,17.26125
2018-05-28,17.101772
2018-05-21,17.073626
2018-05-14,17.073626
2018-05-07,17.101772
2018-04-30,16.904768
2018-04-23,16.923532
2018-04-16,16.961054
2018-04-09,16.914148
2018-04-02,16.735907
2018-03-26,16.824934
2018-03-19,16.618721
2018-03-12,17.106127
2018-03-05,17.190491
2018-02-26,16.881174
2018-02-19,17.096756
2018-02-12,17.049889
2018-02-05,16.637468
2018-01-29,17.171743
2018-01-22,17.612286
2018-01-15,17.434193
2018-01-08,17.36858
2018-01-01,17.218609
2017-12-25,16.95616
2017-12-18,16.93741
2017-12-11,16.637781
2017-12-04,16.767548
2017-11-27,16.767548
2017-11-20,16.66559
2017-11-13,16.526556
2017-11-06,16.508017
2017-10-30,16.572899
2017-10-23,16.526556
2017-10-16,16.526556
2017-10-09,16.498747
2017-10-02,16.433867
2017-09-25,16.251385
2017-09-18,16.2791
2017-09-11,16.223671
2017-09-04,16.094322
2017-08-28,16.112801
2017-08-21,15.983453
2017-08-14,15.872586
2017-08-07,15.91878
2017-07-31,16.075846
2017-07-24,16.057365
2017-07-17,16.048128
2017-07-10,15.983453
2017-07-03,15.798677
2017-06-26,15.733729
2017-06-19,15.816492
2017-06-12,15.816492
2017-06-05,15.825686
2017-05-29,15.844075
2017-05-22,15.715339
2017-05-15,15.614185
2017-05-08,15.604991
2017-05-01,15.641775
2017-04-24,15.586602
2017-04-17,15.439469
2017-04-10,15.319924
2017-04-03,15.384294
2017-03-27,15.399999
2017-03-20,15.344964
2017-03-13,15.445861
2017-03-06,15.317449
2017-02-27,15.40917
2017-02-20,15.418345
2017-02-13,15.381654
2017-02-06,15.28076
2017-01-30,15.207384
2017-01-23,15.170695
2017-01-16,15.042285
2017-01-09,15.078975
2017-01-02,15.02394
2016-12-26,14.868012
2016-12-19,14.886358
2016-12-12,14.720161
2016-12-05,14.992755
2016-11-28,14.674727
2016-11-21,14.711073
2016-11-14,14.574777
2016-11-07,14.529345
2016-10-31,14.293094
2016-10-24,14.420304
2016-10-17,14.529345
2016-10-10,14.45665
2016-10-03,14.574777
2016-09-26,14.610377
2016-09-19,14.619437
2016-09-12,14.438167
2016-09-05,14.474422
2016-08-29,14.655693
2016-08-22,14.555995
2016-08-15,14.628501
2016-08-08,14.601312
2016-08-01,14.537868
2016-07-25,14.537868
2016-07-18,14.44723
2016-07-11,14.401914
2016-07-04,14.238771
2016-06-27,14.083415
2016-06-20,13.87604
2016-06-13,14.011283
2016-06-06,14.128498
2016-05-30,14.155546
2016-05-23,14.065384
2016-05-16,13.87604
2016-05-09,13.858009
2016-05-02,13.930137
2016-04-25,14.038335
2016-04-18,14.10145
2016-04-11,14.020304
2016-04-04,13.812927
2016-03-28,13.863452
2016-03-21,13.719695
2016-03-14,13.836497
2016-03-07,13.674773
2016-02-29,13.575938
2016-02-22,13.225534
2016-02-15,13.099749
2016-02-08,12.839191
2016-02-01,12.973962
2016-01-25,13.180608
2016-01-18,12.982944
2016-01-11,12.8931
2016-01-04,13.117718
2015-12-28,13.620862
2015-12-21,13.701725
2015-12-14,13.362143
2015-12-07,13.522491
2015-11-30,13.869904
2015-11-23,13.89663
2015-11-16,13.860998
2015-11-09,13.611569
2015-11-02,13.89663
2015-10-26,13.869904
2015-10-19,13.923354
2015-10-12,13.843182
2015-10-05,13.807549
2015-09-28,13.451225
2015-09-21,13.344326
2015-09-14,13.531399
2015-09-07,13.475432
2015-08-31,13.342276
2015-08-24,13.608586
2015-08-17,13.564203
2015-08-10,14.008059
2015-08-03,13.990304
2015-07-27,14.096828
2015-07-20,13.981427
2015-07-13,14.185602
2015-07-06,14.087953
2015-06-29,14.158968
2015-06-22,14.283249
2015-06-15,14.327632
2015-06-08,14.208739
2015-06-01,14.226437
2015-05-25,14.323756
2015-05-18,14.429921
2015-05-11,14.474157
2015-05-04,14.394534
2015-04-27,14.359143
2015-04-20,14.447618
2015-04-13,14.323756
2015-04-06,14.332602
2015-03-30,14.191048
2015-03-23,14.111419
2015-03-16,14.244129
2015-03-09,13.904754
2015-03-02,14.010563
2015-02-23,14.20454
2015-02-16,14.195722
2015-02-09,14.125186
2015-02-02,13.95766
2015-01-26,13.737229
2015-01-19,13.869484
2015-01-12,13.772497
2015-01-05,13.790131
2014-12-29,13.85185
2014-12-22,13.931206
2014-12-15,13.731089
2014-12-08,13.635003
2014-12-01,13.949455
2014-11-24,13.975661
2014-11-17,13.993132
2014-11-10,13.914517
2014-11-03,13.862109
2014-10-27,13.870846
2014-10-20,13.669946
2014-10-13,13.407902
2014-10-06,13.399166
2014-09-29,13.669946
2014-09-22,13.818435
2014-09-15,13.984395
2014-09-08,13.931609
2014-09-01,14.140585
2014-08-25,14.140585
2014-08-18,14.062218
2014-08-11,13.96644
2014-08-04,13.835834
2014-07-28,13.835834
2014-07-21,14.062218
2014-07-14,14.062218
2014-07-07,14.027393
2014-06-30,14.158
2014-06-23,14.053511
2014-06-16,14.053511
2014-06-09,13.87902
2014-06-02,13.982985
2014-05-26,13.853028
2014-05-19,13.775058
2014-05-12,13.671095
2014-05-05,13.662431
2014-04-28,13.68842
2014-04-21,13.575795
2014-04-14,13.601788
2014-04-07,13.454507
2014-03-31,13.610449
2014-03-24,13.532477
2014-03-17,13.497826
2014-03-10,13.408154
2014-03-03,13.606983
2014-02-24,13.537827
2014-02-17,13.416798
2014-02-10,13.390863
2014-02-03,13.192034
2014-01-27,13.114229
2014-01-20,13.166099
2014-01-13,13.373575
2014-01-06,13.382222
2013-12-30,13.287124
2013-12-23,13.321708
2013-12-16,13.209322
2013-12-09,12.939638
2013-12-02,13.154154
2013-11-25,13.214217
2013-11-18,13.197059
2013-11-11,13.179895
2013-11-04,13.042606
2013-10-28,13.059768
2013-10-21,13.128409
2013-10-14,13.085509
2013-10-07,12.862412
2013-09-30,12.802346
2013-09-23,12.776605
2013-09-16,12.802346
2013-09-09,12.591962
2013-09-02,12.420877
2013-08-26,12.275454
2013-08-19,12.463647
2013-08-12,12.472201
2013-08-05,12.609071
2013-07-29,12.626182
2013-07-22,12.54919
2013-07-15,12.54919
2013-07-08,12.420877
2013-07-01,12.138584
2013-06-24,12.061595
2013-06-17,11.976053
2013-06-10,12.19485
2013-06-03,12.3225
2013-05-27,12.313992
2013-05-20,12.4076
2013-05-13,12.52674
2013-05-06,12.433129
2013-04-29,12.348032
2013-04-22,12.203361
2013-04-15,12.007628
2013-04-08,12.203361
2013-04-01,12.033159
2013-03-25,12.126772
2013-03-18,12.092731
2013-03-11,12.13528
2013-03-04,12.043363
2013-02-25,11.915876
2013-02-18,11.915876
2013-02-11,11.949872
2013-02-04,11.932872
2013-01-28,11.932872
2013-01-21,11.881877
2013-01-14,11.805385
2013-01-07,11.745889
2012-12-31,11.694896
2012-12-24,11.414424
2012-12-17,11.490914
2012-12-10,11.269923
2012-12-03,11.362437
2012-11-26,11.303564
2012-11-19,11.236281
2012-11-12,10.99238
2012-11-05,11.101713
2012-10-29,11.21946
2012-10-22,11.185818
2012-10-15,11.269923
2012-10-08,11.202637
2012-10-01,11.328793
2012-09-24,11.236281
2012-09-17,11.337205
2012-09-10,11.371009
2012-09-03,11.18666
2012-08-27,10.99393
2012-08-20,11.010691
2012-08-13,11.027449
2012-08-06,10.968791
2012-07-30,10.843101
2012-07-23,10.801202
2012-07-16,10.700649
2012-07-09,10.692266
2012-07-02,10.700649
2012-06-25,10.709026
2012-06-18,10.533058
2012-06-11,10.549817
2012-06-04,10.400033
2012-05-28,10.241827
2012-05-21,10.425015
2012-05-14,10.34175
2012-05-07,10.71645
2012-04-30,10.816369
2012-04-23,11.01621
2012-04-16,10.899635
2012-04-09,10.833023
2012-04-02,10.932941
2012-03-26,11.049516
2012-03-19,11.024535
2012-03-12,11.082821
2012-03-05,10.951122
2012-02-27,10.976068
2012-02-20,11.00933
2012-02-13,10.959437
2012-02-06,10.843026
2012-01-30,10.892917
2012-01-23,10.693353
2012-01-16,10.585254
2012-01-09,10.385686
2012-01-02,10.27759
2011-12-26,10.194439
2011-12-19,10.219383
2011-12-12,9.88608
2011-12-05,10.239448
2011-11-28,10.206577
2011-11-21,9.688851
2011-11-14,10.058651
2011-11-07,10.34628
2011-10-31,10.354498
2011-10-24,10.559945
2011-10-17,10.173703
2011-10-10,10.132614
2011-10-03,9.705286
2011-09-26,9.598456
2011-09-19,9.614891
2011-09-12,10.149052
2011-09-05,9.862933
2011-08-29,10.100101
2011-08-22,10.067389
2011-08-15,9.830221
2011-08-08,10.140991
2011-08-01,10.230952
2011-07-25,10.811607
2011-07-18,11.016061
2011-07-11,10.860673
2011-07-04,11.007882
2011-06-27,10.991526
2011-06-20,10.639862
2011-06-13,10.623505
2011-06-06,10.594199
2011-05-30,10.838304
2011-05-23,10.927811
2011-05-16,10.887124
2011-05-09,10.895263
2011-05-02,10.944081
2011-04-25,11.139366
2011-04-18,10.976629
2011-04-11,10.878987
2011-04-04,10.911535
2011-03-28,10.887124
2011-03-21,10.732525
2011-03-14,10.561653
2011-03-07,10.623724
2011-02-28,10.769807
2011-02-21,10.729228
2011-02-14,10.818501
2011-02-07,10.688648
2011-01-31,10.639952
2011-01-24,10.493869
2011-01-17,10.493869
2011-01-10,10.550676
2011-01-03,10.428943
2010-12-27,10.420825
2010-12-20,10.355896
2010-12-13,10.282854
2010-12-06,10.165615
2010-11-29,10.22191
2010-11-22,9.996725
2010-11-15,10.093231
2010-11-08,10.085189
2010-11-01,10.278209
2010-10-25,10.012806
2010-10-18,10.004763
2010-10-11,9.996725
2010-10-04,9.956512
2010-09-27,9.803705
2010-09-20,9.739366
2010-09-13,9.570473
2010-09-06,9.423931
2010-08-30,9.45598
2010-08-23,9.215575
2010-08-16,9.231605
2010-08-09,9.239616
2010-08-02,9.528107
2010-07-26,9.399887
2010-07-19,9.359819
2010-07-12,9.119414
2010-07-05,9.183525
2010-06-28,8.879004
2010-06-21,9.167494
2010-06-14,9.303728
2010-06-07,9.091022
2010-05-31,8.987441
2010-05-24,9.130858
2010-05-17,9.091022
2010-05-10,9.377851
2010-05-03,9.194599
2010-04-26,9.68859
2010-04-19,9.839974
2010-04-12,9.728426
2010-04-05,9.712492
2010-03-29,9.608915
2010-03-22,9.489396
2010-03-15,9.473465
2010-03-08,9.439895
2010-03-01,9.368323
2010-02-22,9.137691
2010-02-15,9.137691
2010-02-08,8.994541
2010-02-01,8.907063
2010-01-25,8.986588
2010-01-18,9.113834
2010-01-11,9.360367
2010-01-04,9.400133
2009-12-28,9.161547
2009-12-21,9.193363
2009-12-14,9.074072
2009-12-07,9.031168
2009-11-30,9.118162
2009-11-23,8.991628
2009-11-16,9.015352
2009-11-09,9.062803
2009-11-02,8.936272
2009-10-26,8.762292
2009-10-19,9.046986
2009-10-12,9.11025
2009-10-05,9.023262
2009-09-28,8.722749
2009-09-21,8.841375
2009-09-14,8.983719
2009-09-07,8.801406
2009-08-31,8.612459
2009-08-24,8.667573
2009-08-17,8.620337
2009-08-10,8.502252
2009-08-03,8.494378
2009-07-27,8.368418
2009-07-20,8.258204
2009-07-13,7.990538
2009-07-06,7.667768
2009-06-29,7.785859
2009-06-22,7.880326
2009-06-15,7.848834
2009-06-08,7.979267
2009-06-01,7.955778
2009-05-25,7.877471
2009-05-18,7.67388
2009-05-11,7.54076
2009-05-04,7.822659
2009-04-27,7.446794
2009-04-20,7.368491
2009-04-13,7.337165
2009-04-06,7.21971
2009-03-30,7.141404
2009-03-23,6.89866
2009-03-16,6.640253
2009-03-09,6.453684
2009-03-02,6.070839
2009-02-23,6.352115
2009-02-16,6.508377
2009-02-09,6.828716
2009-02-02,7.039674
2009-01-26,6.805275
2009-01-19,6.805275
2009-01-12,7.000606
2009-01-05,7.242816
2008-12-29,7.375639
2008-12-22,7.109994
2008-12-15,7.172498
2008-12-08,6.985931
2008-12-01,6.900926
2008-11-24,7.032301
2008-11-17,6.537718
2008-11-10,6.916383
2008-11-03,7.256406
2008-10-27,7.364596
2008-10-20,6.924108
2008-10-13,7.364596
2008-10-06,7.240948
2008-09-29,8.176012
2008-09-22,8.763329
2008-09-15,8.987433
2008-09-08,8.8743
2008-09-01,8.881997
2008-08-25,9.120597
2008-08-18,9.1129
2008-08-11,9.159079
2008-08-04,9.197564
2008-07-28,9.143684
2008-07-21,9.151381
2008-07-14,9.143684
2008-07-07,9.028233
2008-06-30,9.089808
2008-06-23,9.251437
2008-06-16,9.389982
2008-06-09,9.466093
2008-06-02,9.634585
2008-05-26,9.764778
2008-05-19,9.69585
2008-05-12,9.849026
2008-05-05,9.67288
2008-04-28,9.726486
2008-04-21,9.649902
2008-04-14,9.642241
2008-04-07,9.420138
2008-03-31,9.573313
2008-03-24,9.328237
2008-03-17,9.282284
2008-03-10,9.207267
2008-03-03,9.230206
2008-02-25,9.3908
2008-02-18,9.429032
2008-02-11,9.375506
2008-02-04,9.299034
2008-01-28,9.574332
2008-01-21,9.276087
2008-01-14,9.230206
2008-01-07,9.505506
2007-12-31,9.61257
2007-12-24,9.857279
2007-12-17,9.66571
2007-12-10,9.77828
2007-12-03,9.9884
2007-11-26,9.883337
2007-11-19,9.733253
2007-11-12,9.838315
2007-11-05,9.868332
2007-10-29,10.070952
2007-10-22,10.153502
2007-10-15,9.995907
2007-10-08,10.221039
2007-10-01,10.20603
2007-09-24,10.03343
2007-09-17,9.9884
2007-09-10,9.727397
2007-09-03,9.74226
2007-08-27,9.816571
2007-08-20,9.816571
2007-08-13,9.630784
2007-08-06,9.719962
2007-07-30,9.675377
2007-07-23,9.771982
2007-07-16,10.113814
2007-07-09,10.195561
2007-07-02,10.113814
2007-06-25,9.980053
2007-06-18,9.96519
2007-06-11,10.061799
2007-06-04,9.923474
2007-05-28,10.078987
2007-05-21,9.960505
2007-05-14,9.960505
2007-05-07,9.923474
2007-04-30,9.923474
2007-04-23,9.871637
2007-04-16,9.856824
2007-04-09,9.745741
2007-04-02,9.693902
2007-03-26,9.582816
2007-03-19,9.619847
2007-03-12,9.405085
2007-03-05,9.455434
2007-02-26,9.373983
2007-02-19,9.662758
2007-02-12,9.647949
2007-02-05,9.544285
2007-01-29,9.55169
2007-01-22,9.418411
2007-01-15,9.425815
2007-01-08,9.411005
2007-01-01,9.314749
2006-12-25,9.366581
2006-12-18,9.196983
2006-12-11,9.357693
2006-12-04,9.306558
2006-11-27,9.248119
2006-11-20,9.23351
2006-11-13,9.196983
2006-11-06,9.131244
2006-10-30,9.036275
2006-10-23,9.0728
2006-10-16,9.021667
2006-10-09,9.007054
2006-10-02,8.91209
2006-09-25,8.846345
2006-09-18,8.773295
2006-09-11,8.787906
2006-09-04,8.697323
2006-08-28,8.777583
2006-08-21,8.668135
2006-08-14,8.711916
2006-08-07,8.5441
2006-07-31,8.624357
2006-07-24,8.595175
2006-07-17,8.405466
2006-07-10,8.420058
2006-07-03,8.573284
2006-06-26,8.602468
2006-06-19,8.43465
2006-06-12,8.449248
2006-06-05,8.446516
2006-05-29,8.686599
2006-05-22,8.642945
2006-05-15,8.613845
2006-05-08,8.766628
2006-05-01,8.904855
2006-04-24,8.795726
2006-04-17,8.781177
2006-04-10,8.642945
2006-04-03,8.679321
2006-03-27,8.657498
2006-03-20,8.642945
2006-03-13,8.642945
2006-03-06,8.494525
2006-02-27,8.538162
2006-02-20,8.545435
2006-02-13,8.509066
2006-02-06,8.443616
2006-01-30,8.450886
2006-01-23,8.494525
2006-01-16,8.356343
2006-01-09,8.443616
2006-01-02,8.421798
2005-12-26,8.247251
2005-12-19,7.981712
2005-12-12,8.255254
2005-12-05,8.220182
2005-11-28,8.220182
2005-11-21,8.185116
2005-11-14,8.107962
2005-11-07,8.058865
2005-10-31,8.009769
2005-10-24,7.897551
2005-10-17,7.841439
2005-10-10,7.897551
2005-10-03,7.953658
2005-09-26,8.072891